"event.year";"event.city";"page";"event.type";"Awarding.country";"Receiving.country";"A";"B";"C";"D";"E";"Jury.rank";"Jury.points";"Televoting.rank";"Televoting.points";"Total.pts";"event.id"
2017;"Kyiv";"voting-details";"second-semi-final";"Estonia";"Norway";2;1;3;2;5;2;10;8;3;13;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Estonia";"Romania";14;17;14;16;4;14;;1;12;12;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Estonia";"San Marino";12;16;15;17;17;17;;16;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Estonia";"Serbia";17;9;9;7;12;10;1;17;;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Estonia";"Switzerland";4;11;8;8;10;8;3;12;;3;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Estonia";"The Netherlands";15;5;4;4;3;5;6;9;2;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Austria";8;8;5;3;10;7;4;13;;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Belarus";3;3;14;4;4;2;10;8;3;13;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Bulgaria";11;7;1;5;7;4;7;3;8;15;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Croatia";18;13;15;6;15;15;;9;2;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Denmark";9;12;3;2;11;9;2;15;;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Estonia";7;15;10;17;5;13;;5;6;6;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Hungary";14;14;11;9;13;14;;4;7;7;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Ireland";10;16;17;13;12;16;;10;1;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Israel";5;2;9;10;2;1;12;2;10;22;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Lithuania";15;17;16;16;17;17;;16;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Malta";2;11;2;14;3;5;6;18;;6;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"North Macedonia";1;5;8;15;1;3;8;11;;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Norway";6;1;12;8;9;8;3;14;;3;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Romania";16;10;4;7;14;11;;1;12;12;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"San Marino";17;18;18;18;18;18;;17;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Serbia";4;9;13;11;6;10;1;6;5;6;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"Switzerland";12;6;7;12;16;12;;7;4;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"France";"The Netherlands";13;4;6;1;8;6;5;12;;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Austria";5;5;7;8;4;5;6;7;4;10;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Belarus";18;11;15;15;12;14;;11;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Bulgaria";4;4;2;2;2;2;10;1;12;22;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Croatia";1;6;13;4;6;6;5;5;6;11;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Denmark";14;7;10;9;8;10;1;18;;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Estonia";8;15;11;12;16;12;;8;3;3;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Hungary";13;14;9;11;10;11;;2;10;10;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Ireland";7;10;4;5;7;7;4;15;;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Israel";9;9;16;14;18;13;;3;8;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Lithuania";15;16;14;13;15;15;;17;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Malta";6;8;8;7;11;8;3;16;;3;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"North Macedonia";12;18;18;17;14;17;;14;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Norway";3;1;1;1;1;1;12;9;2;14;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Romania";17;17;17;18;13;18;;4;7;7;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"San Marino";16;13;12;16;17;16;;10;1;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Serbia";10;2;6;6;3;4;7;13;;7;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"Switzerland";11;12;3;10;9;9;2;12;;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Germany";"The Netherlands";2;3;5;3;5;3;8;6;5;13;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Austria";2;5;1;4;4;3;8;8;3;11;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Belarus";7;8;13;13;6;8;3;9;2;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Bulgaria";1;1;2;3;3;1;12;1;12;24;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Croatia";12;15;10;8;14;14;;2;10;10;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Denmark";4;10;4;9;1;5;6;14;;6;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Estonia";14;13;15;15;15;16;;7;4;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Hungary";;;;;;;;;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Ireland";9;3;6;5;8;6;5;11;;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Israel";11;9;16;7;10;10;1;3;8;9;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Lithuania";15;16;12;6;9;13;;17;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Malta";13;4;9;14;16;11;;15;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"North Macedonia";6;11;7;12;12;9;2;12;;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Norway";5;6;5;2;2;4;7;6;5;12;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Romania";17;17;17;17;17;17;;4;7;7;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"San Marino";16;12;14;16;13;15;;13;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Serbia";8;7;8;11;7;7;4;16;;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"Switzerland";10;14;11;10;11;12;;10;1;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Hungary";"The Netherlands";3;2;3;1;5;2;10;5;6;16;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Austria";6;5;1;4;9;2;10;11;;10;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Belarus";13;17;8;14;13;15;;10;1;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Bulgaria";2;7;2;11;1;1;12;2;10;22;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Croatia";3;1;14;16;16;11;;4;7;7;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Denmark";8;11;5;8;15;10;1;13;;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Estonia";16;6;13;10;8;13;;8;3;3;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Hungary";14;16;17;13;3;14;;5;6;6;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Ireland";;;;;;;;;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Israel";7;8;7;9;2;5;6;7;4;10;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Lithuania";15;12;12;12;14;16;;1;12;12;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Malta";9;4;3;7;11;6;5;14;;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"North Macedonia";11;14;16;5;4;12;;15;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Norway";1;2;4;15;10;4;7;9;2;9;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Romania";5;9;10;6;5;7;4;3;8;12;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"San Marino";17;15;15;17;17;17;;16;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Serbia";12;10;11;3;6;9;2;17;;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"Switzerland";4;3;6;2;12;3;8;12;;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Ireland";"The Netherlands";10;13;9;1;7;8;3;6;5;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Austria";2;7;5;2;7;3;8;8;3;11;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Belarus";9;9;6;5;5;6;5;3;8;13;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Bulgaria";3;15;7;4;4;5;6;1;12;18;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Croatia";16;10;15;15;16;16;;11;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Denmark";6;6;9;7;15;7;4;12;;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Estonia";7;14;3;3;3;4;7;5;6;13;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Hungary";1;3;2;1;1;1;12;4;7;19;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Ireland";10;11;8;13;10;11;;10;1;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Israel";;;;;;;;;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Lithuania";15;8;14;16;8;15;;17;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Malta";8;12;12;10;6;9;2;15;;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"North Macedonia";13;5;16;14;9;14;;6;5;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Norway";4;1;1;12;2;2;10;13;;10;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Romania";5;16;4;8;14;8;3;2;10;13;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"San Marino";17;17;13;17;17;17;;14;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Serbia";12;4;17;9;13;13;;16;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"Switzerland";14;2;10;11;11;10;1;9;2;3;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Israel";"The Netherlands";11;13;11;6;12;12;;7;4;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Austria";13;6;3;9;2;7;4;12;;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Belarus";6;14;15;8;6;8;3;3;8;11;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Bulgaria";8;2;2;7;3;2;10;2;10;20;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Croatia";10;17;10;13;7;12;;9;2;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Denmark";2;7;7;4;8;5;6;13;;6;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Estonia";9;13;14;12;13;13;;1;12;12;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Hungary";16;9;5;10;10;9;2;6;5;7;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Ireland";4;4;4;1;11;3;8;7;4;12;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Israel";7;12;8;11;16;11;;8;3;3;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Lithuania";;;;;;;;;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Malta";14;8;11;6;12;10;1;15;;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"North Macedonia";17;11;13;14;15;16;;14;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Norway";1;1;1;3;1;1;12;4;7;19;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Romania";3;16;17;17;9;14;;5;6;6;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"San Marino";12;15;16;16;17;17;;16;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Serbia";15;10;12;15;14;15;;17;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"Switzerland";5;5;6;5;4;4;7;10;1;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Lithuania";"The Netherlands";11;3;9;2;5;6;5;11;;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Austria";16;13;13;5;13;13;;10;1;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Belarus";1;2;5;11;2;4;7;16;;7;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Bulgaria";3;1;2;2;1;1;12;1;12;24;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Croatia";5;16;16;14;9;12;;3;8;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Denmark";6;5;8;8;12;6;5;13;;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Estonia";9;7;10;10;8;8;3;9;2;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Hungary";17;15;12;13;14;17;;5;6;6;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Ireland";15;11;15;7;5;10;1;7;4;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Israel";2;4;1;3;3;2;10;2;10;20;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Lithuania";11;14;11;15;17;16;;17;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Malta";;;;;;;;;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"North Macedonia";4;3;3;1;4;3;8;12;;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Norway";8;8;17;17;10;14;;11;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Romania";10;12;7;6;6;7;4;4;7;11;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"San Marino";14;17;4;16;16;15;;14;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Serbia";13;6;9;12;11;9;2;15;;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"Switzerland";12;9;14;9;15;11;;6;5;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Malta";"The Netherlands";7;10;6;4;7;5;6;8;3;9;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Austria";12;3;9;7;17;8;3;11;;3;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Belarus";14;7;15;14;13;15;;14;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Bulgaria";3;1;1;1;1;1;12;2;10;22;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Croatia";16;17;17;12;12;17;;3;8;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Denmark";4;2;3;5;4;4;7;12;;7;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Estonia";6;9;10;16;9;9;2;7;4;6;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Hungary";9;6;6;17;5;6;5;5;6;11;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Ireland";10;16;7;15;7;11;;10;1;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Israel";15;14;16;9;14;16;;4;7;7;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Lithuania";7;8;8;11;10;7;4;17;;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Malta";1;4;4;3;3;3;8;15;;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"North Macedonia";;;;;;;;;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Norway";13;11;12;10;15;13;;13;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Romania";2;5;2;2;2;2;10;8;3;13;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"San Marino";11;15;13;13;8;12;;16;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Serbia";17;12;14;8;11;14;;1;12;12;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"Switzerland";8;13;11;6;16;10;1;6;5;6;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Fyr-macedonia";"The Netherlands";5;10;5;4;6;5;6;9;2;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Austria";8;6;11;6;6;7;4;13;;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Belarus";6;9;10;15;9;11;;11;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Bulgaria";2;2;2;1;1;1;12;1;12;24;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Croatia";4;11;9;12;12;10;1;10;1;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Denmark";1;4;7;3;3;2;10;7;4;14;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Estonia";14;14;13;9;15;14;;6;5;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Hungary";12;10;14;7;4;9;2;5;6;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Ireland";13;16;16;13;16;16;;9;2;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Israel";11;1;8;2;2;4;7;4;7;14;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Lithuania";15;12;12;10;13;13;;2;10;10;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Malta";10;13;15;16;14;15;;16;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"North Macedonia";7;15;3;11;11;8;3;14;;3;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Norway";;;;;;;;;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Romania";16;7;5;17;10;12;;3;8;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"San Marino";17;17;17;14;17;17;;17;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Serbia";5;5;1;5;8;5;6;12;;6;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"Switzerland";9;8;6;8;5;6;5;15;;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Norway";"The Netherlands";3;3;4;4;7;3;8;8;3;11;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Austria";5;8;5;8;3;6;5;7;4;9;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Belarus";10;13;9;7;10;11;;10;1;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Bulgaria";4;2;4;3;6;3;8;3;8;16;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Croatia";3;5;6;4;4;4;7;6;5;12;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Denmark";1;6;3;1;2;2;10;13;;10;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Estonia";17;15;15;16;15;16;;8;3;3;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Hungary";12;14;16;13;13;14;;1;12;12;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Ireland";13;4;10;6;11;8;3;5;6;9;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Israel";7;7;8;12;5;7;4;4;7;11;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Lithuania";14;16;14;15;14;15;;16;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Malta";8;3;12;10;16;10;1;15;;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"North Macedonia";15;12;13;14;9;13;;11;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Norway";9;11;7;11;8;9;2;9;2;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Romania";;;;;;;;;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"San Marino";16;17;17;17;12;17;;17;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Serbia";11;10;11;9;17;12;;14;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"Switzerland";6;9;2;5;7;5;6;2;10;16;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Romania";"The Netherlands";2;1;1;2;1;1;12;12;;12;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Austria";2;13;3;8;4;4;7;10;1;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Belarus";14;9;10;9;11;11;;14;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Bulgaria";3;5;4;4;7;3;8;1;12;20;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Croatia";9;4;12;6;8;7;4;5;6;10;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Denmark";11;2;5;2;12;6;5;15;;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Estonia";13;16;14;16;17;17;;11;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Hungary";10;6;7;7;15;8;3;2;10;13;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Ireland";17;11;6;15;10;13;;9;2;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Israel";7;15;17;13;16;16;;4;7;7;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Lithuania";8;3;13;5;2;5;6;17;;6;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Malta";12;8;11;3;14;10;1;16;;1;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"North Macedonia";6;12;15;17;5;12;;7;4;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Norway";4;1;2;11;1;2;10;12;;10;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Romania";16;17;9;10;13;15;;3;8;8;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"San Marino";;;;;;;;;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Serbia";5;7;16;12;6;9;2;13;;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"Switzerland";15;14;8;14;9;14;;6;5;5;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"San-marino";"The Netherlands";1;10;1;1;3;1;12;8;3;15;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Serbia";"Austria";5;5;6;11;6;5;6;10;1;7;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Serbia";"Belarus";12;16;14;16;14;16;;9;2;2;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Serbia";"Bulgaria";2;3;2;2;2;2;10;3;8;18;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Serbia";"Croatia";4;11;4;3;17;8;3;4;7;10;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Serbia";"Denmark";6;8;9;6;8;7;4;12;;4;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Serbia";"Estonia";10;14;11;13;13;12;;13;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Serbia";"Hungary";1;2;3;1;1;1;12;1;12;24;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Serbia";"Ireland";16;15;16;8;15;15;;14;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Serbia";"Israel";9;7;7;5;4;4;7;6;5;12;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Serbia";"Lithuania";11;9;10;14;9;11;;17;;;"kyiv-2017"
2017;"Kyiv";"voting-details";"second-semi-final";"Serbia";"Malta";8;4;8;9;12;9;2;16;;2;"kyiv-2017"
